,MovieID,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1003,1016,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,1017,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,1018,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1006,1019,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1007,1020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,1021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,1022,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1010,1023,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,1024,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1012,1025,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,1026,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1014,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1015,1028,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1016,1029,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1017,1030,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1018,1031,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1019,1032,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1020,1033,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,1034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022,1035,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1023,1036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1024,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1025,1038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1026,1039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1027,1040,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1028,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1029,1042,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,1043,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1031,1044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1032,1045,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1033,1046,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1034,1047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1035,1049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,1050,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1037,1051,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1038,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1039,1053,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1040,1054,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1041,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1042,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1043,1057,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1044,1058,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1045,1059,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1046,1060,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1047,1061,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1048,1062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1049,1063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1050,1064,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,1065,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1052,1066,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1053,1067,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1054,1068,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1055,1069,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1056,1070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1058,1073,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1059,1075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1061,1077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1062,1078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1063,1079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,1080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,1081,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1066,1082,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1067,1083,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1068,1084,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1069,1085,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1070,1086,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1071,1087,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1072,1088,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1073,1089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1074,1090,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1075,1091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,1092,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1077,1093,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1078,1094,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1079,1095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1080,1096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1081,1097,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1082,1098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,1099,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1084,1100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1085,1101,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1086,1102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,1103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1088,1104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1089,1105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1090,1106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1091,1107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,1108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1093,1109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1094,1110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,1111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1096,1112,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1097,1113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,1114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1099,1115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1100,1116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1101,1117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1102,1118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1103,1119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1104,1120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1105,1121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1106,1122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1107,1123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1108,1124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1109,1125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,1126,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1111,1127,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1112,1128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1113,1129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1114,1130,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1115,1131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1116,1132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1117,1133,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1118,1134,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1119,1135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,1136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1122,1138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1123,1139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1124,1140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1125,1141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1126,1142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1127,1143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,1144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1129,1145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1130,1146,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1131,1147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1132,1148,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,1149,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1134,1150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1135,1151,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1136,1152,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1137,1153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1138,1154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1139,1155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1140,1156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1141,1157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1142,1158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1144,1160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,1161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1146,1162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,1163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1148,1164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1149,1165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1150,1166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,1167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,1168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1153,1169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1154,1170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,1171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,1172,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1157,1173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1158,1174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,1175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1160,1176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1161,1177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1162,1178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1163,1179,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1164,1180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,1181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,1183,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1167,1184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1168,1185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1169,1186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1170,1187,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1171,1188,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1172,1189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1173,1190,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1174,1191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1175,1192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1176,1193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1177,1194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,1196,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1179,1197,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1180,1198,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1182,1200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1183,1201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1184,1202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,1203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1186,1204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1187,1205,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1188,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1189,1207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1190,1208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1191,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1192,1210,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1193,1211,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1194,1212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1195,1213,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1196,1214,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1197,1215,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1198,1216,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1199,1217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1200,1218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1201,1219,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1202,1220,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1203,1221,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1204,1222,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1205,1223,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,1224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1207,1225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1208,1226,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1209,1227,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1210,1228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1211,1230,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1212,1231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1213,1232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1214,1233,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1215,1234,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1216,1235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,1236,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1218,1237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1219,1238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,1240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1221,1241,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1222,1242,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1223,1243,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,1244,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1225,1245,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1226,1246,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1227,1247,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1228,1248,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1229,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1230,1250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1231,1251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1232,1252,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1233,1253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1234,1254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,1255,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1236,1256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1237,1257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,1258,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1239,1259,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1240,1260,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1241,1261,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1242,1262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1243,1263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1244,1264,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
1245,1265,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1246,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1247,1267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1248,1268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1249,1269,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1250,1270,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1251,1271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1252,1272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1253,1273,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1254,1274,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1255,1275,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,1276,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1257,1277,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1258,1278,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1259,1279,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1260,1280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1261,1281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,1282,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1263,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1264,1284,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1265,1285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,1286,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1267,1287,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1268,1288,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1269,1289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1270,1290,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1271,1291,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,1292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,1293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1274,1294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1275,1295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1276,1296,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1277,1297,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,1298,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1279,1299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1280,1300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1281,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1282,1302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1283,1303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,1304,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1285,1305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1286,1306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1287,1307,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1288,1308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,1309,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1290,1310,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1291,1311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,1312,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1293,1313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1294,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1295,1315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1296,1316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1297,1317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,1318,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1299,1319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1300,1320,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1301,1321,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1302,1322,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1303,1323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1304,1324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1305,1325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1306,1326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1307,1327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1308,1328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1309,1329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1310,1330,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1311,1331,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1312,1332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1313,1333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1314,1334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1315,1335,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1316,1336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1317,1337,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1318,1339,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1319,1340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1320,1341,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1321,1342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1322,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1323,1344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1324,1345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1325,1346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1326,1347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1327,1348,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1328,1349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1329,1350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1330,1351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1331,1352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1332,1353,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1333,1354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
